Tue Oct 04 11:04:00 2016

Number of Points = 2691
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
6.682414	36.170503	2.816538	-0.005308	0.611465
6.693597	36.386749	2.821542	-0.005312	0.612025
6.670606	36.586987	2.826547	-0.005308	0.612510
6.721258	36.773340	2.831552	-0.005319	0.613035
6.743483	36.998947	2.836557	-0.005325	0.613629
6.770027	37.180164	2.841562	-0.005332	0.614116
6.795473	37.383201	2.846566	-0.005338	0.614656
6.747656	37.602151	2.851571	-0.005329	0.615160
6.830966	37.776971	2.856576	-0.005348	0.615687
6.874491	37.988648	2.861581	-0.005358	0.616266
6.785255	38.225511	2.866586	-0.005340	0.616771
6.832982	38.382089	2.871590	-0.005351	0.617215
6.909899	38.580712	2.876595	-0.005368	0.617794
6.967541	38.777073	2.881600	-0.005381	0.618347
6.800730	39.026203	2.886605	-0.005347	0.618802
6.856789	39.199041	2.891610	-0.005360	0.619293
6.945667	39.366937	2.896614	-0.005380	0.619806
6.930272	39.597422	2.901619	-0.005378	0.620367
6.907968	39.804174	2.906624	-0.005374	0.620862
6.908717	40.002999	2.911629	-0.005375	0.621361
6.820483	40.230403	2.916634	-0.005358	0.621839
6.961479	40.370630	2.921638	-0.005388	0.622334
6.904034	40.587275	2.926643	-0.005377	0.622817
6.834948	40.805962	2.931648	-0.005364	0.623292
7.096514	40.959171	2.936653	-0.005420	0.623939
7.002912	41.205841	2.941658	-0.005401	0.624458
6.976984	41.417072	2.946662	-0.005397	0.624957
7.018569	41.589469	2.951667	-0.005407	0.625428
7.036643	41.791135	2.956672	-0.005411	0.625948
6.982037	42.028102	2.961677	-0.005401	0.626480
7.117307	42.166833	2.966682	-0.005430	0.626962
7.156299	42.384864	2.971686	-0.005440	0.627541
7.154559	42.607278	2.976691	-0.005440	0.628089
7.124306	42.804188	2.981696	-0.005435	0.628546
